# Identifier (Identifier der Ressource im Quellsystem des Publishers): Traktanden_SR_2018_bis_Heute_CSV
# Titel (Titel der Datei): Traktanden_SR_2018 bis heute mit Beschlüsse
# Beschreibung (Datei-Informationen): Die Traktandenliste aller Geschäfte und Beschlüsse zu den Stadtratssitzungen der Stadt Bern.
# Sprache (Sprache in der diese Datei vorliegt): Deutsch
# Erstellt (Datum der Veröffentlichung dieser Datei): 01.12.2017
# Geändert (Datum der letzten Änderung dieser Datei): 27.05.2019
# Nutzungsbedingungen (Art der Nutzung und Angabepflicht): Freie Nutzung - Quellenangben ist Pflicht (Autor, Titel und Link zum Datensatz).
# Zugangs-URL (Die URL über welche auf die Ressource zugegriffen werden kann): https://www.bern.ch/open-government-data-ogd/ogd-nach-themen/stadtrat-ogd
# Download-URL (URL der Datei um die Ressource direkt heruntergeladen werden kann): https://www.bern.ch/open-government-data-ogd/ogd-nach-themen/stadtrat-ogd/download-stadtraetische-traktanden-und-beschluesse-ogd/traktanden-sr-2018-bis-heute-mit-beschluesse.txt/download
# Dateigrösse (Angabe in Bytes): 196608
# Dateiformat (Datei Typ und Kürzel des Formats): CSV
# Autor der Datei (Ein oder mehrere Autoren dieser Datei): Ratssekretariat des Stadtrats der Stadt Bern
# Dateibezogene Zusatzinformationen (Der richtige Umgang und Interpretation die es ggf. zu berücksichtigen gilt.): Weitere Informationen zu den einzelnen Traktanden und Geschäfte finden Sie als PDF Datei unter https://www.bern.ch/politik-und-verwaltung/stadtrat/sitzung-geschaeft.



Datum;Traktanden Nr.;Traktandierungstitel;Beschluss Nr.;Traktandumstatus;Beschluss
14.02.2019;18;Interfraktionelle Interpellation GB/JA!, SP/JUSO, AL/GPB-DA/PdA (Lea Bill/Ursina Anderegg, GB/Eva Krattiger, JA!/Lena Sorg, SP/Christa Ammann, AL): Polizeieinsatz beim Staatsbesuch – Verhältnismässigkeit und Interessenabwägung fragwürdig;2019-53;Beschlossen;Kenntnis
14.02.2019;17;Interpellation Fraktion FDP/JF (Thomas Berger, JF): Nutzung von Aussenbestuhlungsflächen für Glühweinstände;2019-52;Beschlossen;Kenntnis
14.02.2019;19;Motion Marcel Wüthrich (GFL): Lärmschutz vor nächtlichem Zeitschlag;2019-54;Beschlossen;Verschiebung
14.02.2019;20;Postulat Lionel Gaudy (BDP): Das Aareufer für Bernerinnen und Berner – la dolce vita!;2019-55;Beschlossen;Verschiebung
14.02.2019;21;Postulat Fraktion BDP/CVP (Lionel Gaudy/Philip Kohli, BDP/Milena Daphinoff, CVP): Es werde Licht – ein Beleuchtungskonzept für die Aareuferwege;2019-56;Beschlossen;Verschiebung
31.01.2019;6;Dringliche interfraktionelle Motion GB/JA!, SP/JUSO, AL/GaP/PdA (Franziska Grossenbacher, GB/Timur Akçasayar, SP/Tabea Rai, AL/Luzius Theiler GAP): Keine Buebetrickli bei den verkehrsintensiven Vorhaben (ViV) – gegen eine Erhöhung der Fahrtenzahl für das Einkaufszentrum Westside;2019-21;Beschlossen;Teilweise Erheblicherkl. als Richtlinie
31.01.2019;7;Dringliches Postulat Fraktion GFL/EVP (Manuel C. Widmer, GFL/Bettina Jans-Troxler, EVP): Formel E mit Berner Ökostrom?;2019-22;Beschlossen;Erheblicherkl.
31.01.2019;1;Protokollgenehmigungen Stadtrat 2018 (Protokoll Nr. 18 vom 18.10.2018, Nr. 19 vom 01.11.2018, Nr. 20 vom 08.11.2018, Nr. 21 vom 15.11.2018, Nr. 22 vom 29.11.2018 sowie Nr. 23 vom 06.12.2018);2019-16;Beschlossen;Genehmigung
31.01.2019;5;Interfraktionelle Kleine Anfrage GLP/JGLP, FDP/JF (Claude Grosjean, GLP/Bernhard Eicher, FDP): Wie steht es um den Pilotversuch Vertrauensarbeitszeit?;2019-20;Beschlossen;Kenntnis
31.01.2019;4;Kleine Anfrage Fraktion SVP (Hans Ulrich Gränicher/Alexander Feuz, SVP) Kreuzung Egghölzlistrasse/Hiltistrasse: Wann kommt der fehlende Fussgängerstreifen wieder zurück?;2019-19;Beschlossen;Kenntnis
31.01.2019;3;Kleine Anfrage Hans Ulrich Gränicher (SVP): Verhindern der Verlegung der SRF-Regionalredaktion von Bern nach Zürich. Hat das politische Engagement des Gemeinderats etwas bewirkt?;2019-18;Beschlossen;Kenntnis
31.01.2019;2;Wahl in Schulkommission (Schulkommission Breitenrain-Lorraine und Schulkommission Bümpliz);2019-17;Beschlossen;Wahl
31.01.2019;8;"Untersuchungsbericht der Aufsichtskommission i.S. Anlass von Kultur Stadt Bern vom 24.01.2018; Kenntnisnahme";2019-23;Beschlossen;Kenntnis
31.01.2019;9;"Ersatz von Rechenzentrum-Informatikausrüstungen; Investitionskredit";2019-24;Beschlossen;Genehmigung
31.01.2019;10;"Volksschule Kleefeld, Ersatzneubauten und Sanierung Doppelturnhalle; Projektierungskrediterhöhung und Baukredit (Abstimmungsbotschaft)";2019-25;Beschlossen;Genehmigung
31.01.2019;11;"Gesamtsanierung Volksschule und Turnhalle Matte; Projektierungskredit";2019-26;Beschlossen;Genehmigung
31.01.2019;12;"Neubau Werkhof Forsthaus; Projektierungskrediterhöhung";2019-27;Beschlossen;Genehmigung
31.01.2019;13;"Velohauptroute Wankdorf: Velomassnahmen Lorrainebrücke/Erneuerung Lichtsignalanlage Knoten Lorrainestrasse/Viktoriarain; Ausführungskredit";2019-28;Beschlossen;Genehmigung
31.01.2019;14;Interpellation Fraktion SVP (Rudolf Friedli, SVP): Verbilligte Velostationsabonnemente als Wahlgeschenke?;2019-29;Beschlossen;Kenntnis
31.01.2019;16;Interpellation Fraktion SVP (Alexander Feuz, SVP): Velo-Offensive: Velofahren auf dem Trottoir: Wie werden die Fussgänger, insbesondere Kinder und Menschen mit Behinderungen, vor den ihnen von Bikern drohenden Gefahren geschützt?;2019-31;Beschlossen;Kenntnis
31.01.2019;15;Motion Fraktion SVP (Alexander Feuz/Roland Jakob, SVP): Velowege auf den Trottoirs: Die Fussgänger, insbesondere die kleinen Kinder, aber auch Menschen mit Behinderungen und Senioren und Seniorinnen, müssen vor den raschen Bikern wirksam geschützt werden!;2019-30;Beschlossen;Erheblicherkl. als Postulat
31.01.2019;17;Motion Michael Daphinoff und Milena Daphinoff (CVP): Mehr Sicherheit auf gemischt genutzten Velo-Fussgängerflächen durch Verbesserung der (Boden-)Signalisation;2019-32;Beschlossen;Verschiebung
31.01.2019;18;Motion Henri Beuchat (SVP): Standortbezogene Videoüberwachung für die Abfall-Sammelstellen in der Stadt Bern;2019-33;Beschlossen;Ablehnung
31.01.2019;19;Motion Fraktion SVP (Alexander Feuz/Rudolf Friedli/Roland Jakob, SVP): Neuer Bahnhof Wankdorf – Optimale Lösung für alle!;2019-34;Beschlossen;Verschiebung
31.01.2019;20;Interpellation Freie Fraktion AL/GPB-DA/PdA (Luzius Theiler, GPB-DA): Mobilfunkstrahlen unter dem Dolendeckel;2019-35;Beschlossen;Verschiebung
17.01.2019;9;Dringliches Postulat Henri-Charles Beuchat (SVP): Keine Entlassungen für Menschen mit einer körperlichen Behinderung «Stiftung Rossfeld»;2019-9;Beschlossen;Erheblicherkl.
17.01.2019;8;Kleine Anfrage Lionel Gaudy, Philip Kohli (BDP): Velobrücke – Stand der Dinge;2019-8;Beschlossen;Kenntnis
17.01.2019;7;Kleine Anfrage Barbara Freiburghaus, Bernhard Eicher (FDP): Viererfeld – wo steht der Prozess?;2019-7;Beschlossen;Kenntnis
17.01.2019;1;Wahl des Präsidiums und des Büros des Stadtrates für das Jahr 2019;2019-1;Beschlossen;Wahl
17.01.2019;2;Aufsichtskommission (AK): Ersatzwahl eines Mitglieds, Wahl des Präsidiums und des Vizepräsidiums für das Jahr 2019;2019-2;Beschlossen;Wahl
17.01.2019;3;Kommission für Finanzen, Sicherheit und Umwelt (FSU): Ersatzwahl eines Mitglieds, Wahl des Präsidiums und des Vizepräsidiums für das Jahr 2019;2019-3;Beschlossen;Wahl
17.01.2019;4;Kommission für Planung, Verkehr und Stadtgrün (PVS): Ersatzwahlen von Mitgliedern, Wahl des Präsidiums und des Vizepräsidiums für das Jahr 2019;2019-4;Beschlossen;Wahl
17.01.2019;5;Kommission für Soziales, Bildung und Kultur (SBK): Ersatzwahl eines Mitglieds, Wahl des Präsidiums und des Vizepräsidiums für das Jahr 2019;2019-5;Beschlossen;Wahl
17.01.2019;6;Agglomerationskommission (AKO): Ersatzwahl eines Mitglieds, Wahl des Präsidiums und des Vizepräsidiums für das Jahr 2019;2019-6;Beschlossen;Wahl
17.01.2019;14;Motion Fraktion SP (David Stampfli/Katharina Altas, SP): Eine Maurice Bavaud-Strasse in Bern;2019-14;Beschlossen;Verschiebung
17.01.2019;11;"Korrektion Bolligenstrasse Nord: Beitrag Stadt Bern; Ausführungskredit";2019-11;Beschlossen;Verschiebung
17.01.2019;10;"Bären-/Waisenhausplatz: Gesamtsanierung; Erhöhung Projektierungskredit für die Erarbeitung des Vorprojekts";2019-10;Beschlossen;Genehmigung
17.01.2019;12;Motion Fraktion BDP/CVP (Kurt Hirsbrunner, BDP/Claudio Fischer, CVP): Unübersichtliche, gefährliche und unklare Verkehrs- bzw. Parkiersituation entlang der Bolligenstrasse 46 bis 56 und auf der anschliessenden Nussbaumstrasse soll nun endlich zur Zufriedenheit der Anwohnerinnen und Anwohner gelöst werden!;2019-12;Beschlossen;Verschiebung
17.01.2019;13;Interpellation Fraktion SP (Michael Sutter/Edith Siegenthaler, SP): Keine Besetzung des öffentlichen Raums durch APG-Werbe-Banderolen;2019-13;Beschlossen;Verschiebung
17.01.2019;15;Postulat Fraktion GFL/EVP (Manuel C. Widmer, GFL/Bettina Jans-Troxler, EVP): Historische Namen von Strassen, Gassen und Plätzen in der Altstadt anschreiben;2019-15;Beschlossen;Rückzug
06.12.2018;3;Kleine Anfrage Fraktion GFL/EVP (Marcel Wüthrich, GFL): Was versteht der Gemeinderat unter Nachhaltigkeit?;2018-569;Beschlossen;Kenntnis
06.12.2018;8;"Breitenrainstrasse: Neugestaltung im Bereich Breitenrainplatz; Projektierungs- und Ausführungskredit";2018-574;Beschlossen;Bewilligung
06.12.2018;11;"Gesamtsanierung Achse Eigerstrasse – Kirchenfeldstrasse; Erarbeitung eines Betriebs- und Gestaltungskonzepts; Projektierungskredit";2018-577;Beschlossen;Bewilligung
06.12.2018;7;"Sitzungsgelder und Entschädigungen Stadtrat; Teilrevision des Geschäftsreglements und des Stadtratsbeschlusses betreffend Festsetzung der Sitzungsgelder der Mitglieder des Stadtrats";2018-573;Beschlossen;Rückzug
06.12.2018;6;Kleine Anfrage Fraktion FDP/JF (Oliver Berger, JF): Widerrechtliche Tempobeschränkungen im Marzili;2018-572;Beschlossen;Kenntnis
06.12.2018;5;Kleine Anfrage Michael Daphinoff/Milena Daphinoff (CVP): Wie steht es um die Nachfrage nach GüWR-Wohnungen?;2018-571;Beschlossen;Kenntnis
06.12.2018;4;Kleine Anfrage Henri-Charles Beuchat (SVP): Ermittlungsergebnisse der regionalen Staatsanwaltschaft Bern-Mittelland zu unbewilligter Kundgebung vom 7. April 2018;2018-570;Beschlossen;Kenntnis
06.12.2018;19;Motion Fraktion AL/GPB-DA/PdA+ (Christa Ammann, AL): Für einen wissenschaftlichen Pilotversuch für den kontrollierten Kokainverkauf;2018-585;Beschlossen;Verschiebung
06.12.2018;12;Interfraktionelle Motion GB/JA!, GLP, SP, GFL/EVP, AL/GPB-DA/PdA+ (Seraina Patzen, JA!/Cristina Anliker-Mansour, GB/Peter Ammann, GLP/Lena Sorg, SP/Tania Espinoza Haller, GFL/Christa Ammann, AL): Unterstützung für die Beratungsstelle für Sans-Papiers;2018-578;Beschlossen;Verschiebung
06.12.2018;13;Interfraktionelle Motion AL/GPB-DA/PdA+, SP (Mess Barry, parteilos/Daniel Egloff, PdA/Fuat Köçer, Halua Pinto de Magalhães, SP): Unterstützung von Flüchtlingen beim Abschluss einer Ausbildung;2018-579;Beschlossen;Verschiebung
06.12.2018;16;Interfraktionelle Motion GB/JA!, GFL/EVP, GLP (Franziska Grossenbacher, GB/Michael Steiner, GFL/Sandra Ryser, GLP): Klima schützen und Kosten sparen mit energieeffizienter Schwimmhalle;2018-582;Beschlossen;Verschiebung
06.12.2018;14;Motion Fraktion GB/JA! (Seraina Patzen, JA!): Qualität der Asylunterkünfte in der Stadt Bern prüfen und verbessern;2018-580;Beschlossen;Verschiebung
06.12.2018;18;Postulat Fraktion SP (Katharina Altas/Marieke Kruit, SP): Wohnen mit Dienstleistungen – Stadt Bern soll die Versorgungslücke für EL-Beziehende und RentnerInnen mit bescheidenem Einkommen schliessen;2018-584;Beschlossen;Verschiebung
06.12.2018;17;Postulat Alexander Feuz (SVP) und Ueli Jaisli (SVP): Aareschwimmen in Bern: machen wir es noch attraktiver!;2018-583;Beschlossen;Genehmigung Prüf.bericht
06.12.2018;15;Postulat Fraktion SP (Fuat Köçer/Halua Pinto de Magalhães, SP): Vielfalt im Lehrerzimmer als Antwort auf Vielfalt im Klassenzimmer;2018-581;Beschlossen;Verschiebung
06.12.2018;1;Protokollgenehmigungen Stadtrat 2018 (Protokoll Nr. 18 vom 18.10.2018);2018-567;Beschlossen;Genehmigung
06.12.2018;2;Wahl in Schulkommission (Schulkommission Bümpliz);2018-568;Beschlossen;Wahl
06.12.2018;9;"Reichenbachstrasse 110, 112 und 114: Baurechtsvertrag mit Erwerb von Gebäuden der Evangelisch-Reformierten Gesamtkirchgemeinde der Stadt Bern (RefBernImmo AG); Verpflichtungs- und Investitionskredit";2018-575;Beschlossen;Bewilligung
06.12.2018;10;"Reichenbachstrasse 110, 112 und 114: Kinderhaus Matthäus; Projektierungskredit";2018-576;Beschlossen;Bewilligung
29.11.2018;3;"Kandidatur Rad-WM 2024: Durchführung und Gebührenbefreiung; Verpflichtungskredit";2018-551;Beschlossen;Genehmigung
29.11.2018;5;"Volksvorschlag «Wohnungsbau unterstützen statt verhindern» zum Reglement vom 14. Juni 2018 über die Planungsmehrwertabgabe (Planungsmehrwertabgabereglement; PMAR): Abstimmungsbotschaft";2018-553;Beschlossen;Genehmigung
29.11.2018;2;Kleine Anfrage Manuel C. Widmer (GFL): Herbizideinsätze durch die Gemeinde Bern?;2018-550;Beschlossen;Kenntnis
29.11.2018;1;Kleine Anfrage Fraktion SVP (Alexander Feuz/Rudolf Friedli, SVP): Tramabstimmungen: Corriger la fortune oder die erfolgreiche Manipulation der Stimmbürger durch den Gemeinderat?;2018-549;Beschlossen;Kenntnis
29.11.2018;4;"Cupfinal mit Public Viewing und BSC YB-Meisterfeier 2018; Nachkredit zum Globalbudget 2018 des Polizeiinspektorats";2018-552;Beschlossen;Genehmigung
29.11.2018;7;"Reichenbachstrasse 110, 112 und 114: Baurechtsvertrag mit Erwerb von Gebäuden der Evangelisch-Reformierten Gesamtkirchgemeinde der Stadt Bern (RefBernImmo AG); Verpflichtungs- und Investitionskredit";2018-555;Beschlossen;Verschiebung
29.11.2018;9;"Erneuerung der Drucker und Multifunktionsgeräte in der Stadtverwaltung inklusive Volksschulen; Investitionskredit und Verpflichtungskredit";2018-557;Beschlossen;Genehmigung
29.11.2018;8;"Reichenbachstrasse 110, 112 und 114: Kinderhaus Matthäus; Projektierungskredit";2018-556;Beschlossen;Verschiebung
29.11.2018;12;"Velohauptroute Wankdorf: Velomassnahmen Lorrainebrücke/Erneuerung Lichtsignalanlage Knoten Lorrainestrasse/Viktoriarain; Ausführungskredit";2018-560;Beschlossen;Verschiebung
29.11.2018;10;"Korrektion Bolligenstrasse Nord: Beitrag Stadt Bern; Ausführungskredit";2018-558;Beschlossen;Verschiebung
29.11.2018;11;"Bären-/Waisenhausplatz: Gesamtsanierung; Erhöhung Projektierungskredit für die Erarbeitung des Vorprojekts";2018-559;Beschlossen;Verschiebung
29.11.2018;6;"Stadtfest 2020; Befreiung von städtischen Gebühren";2018-554;Beschlossen;Genehmigung
29.11.2018;13;Motion Fraktion BDP/CVP (Kurt Hirsbrunner, BDP/Claudio Fischer, CVP): Unübersichtliche, gefährliche und unklare Verkehrs- bzw. Parkiersituation entlang der Bolligenstrasse 46 bis 56 und auf der anschliessenden Nussbaumstrasse soll nun endlich zur Zufriedenheit der Anwohnerinnen und Anwohner gelöst werden!;2018-561;Beschlossen;Verschiebung
29.11.2018;16;Interpellation Fraktion SVP (Alexander Feuz, SVP): Velo-Offensive: Velofahren auf dem Trottoir: Wie werden die Fussgänger, insbesondere Kinder und Menschen mit Behinderungen, vor den ihnen von Bikern drohenden Gefahren geschützt?;2018-564;Beschlossen;Verschiebung
29.11.2018;18;Motion Michael Daphinoff und Milena Daphinoff (CVP): Mehr Sicherheit auf gemischt genutzten Velo-Fussgängerflächen durch Verbesserung der (Boden-)Signalisation;2018-566;Beschlossen;Verschiebung
29.11.2018;17;Motion Fraktion SVP (Alexander Feuz/Roland Jakob, SVP): Velowege auf den Trottoirs: Die Fussgänger, insbesondere die kleinen Kinder, aber auch Menschen mit Behinderungen und Senioren und Seniorinnen, müssen vor den raschen Bikern wirksam geschützt werden!;2018-565;Beschlossen;Verschiebung
29.11.2018;14;Interpellation Fraktion SP (Michael Sutter/Edith Siegenthaler, SP): Keine Besetzung des öffentlichen Raums durch APG-Werbe-Banderolen;2018-562;Beschlossen;Verschiebung
29.11.2018;15;Interpellation Fraktion SVP (Rudolf Friedli, SVP): Verbilligte Velostationsabonnemente als Wahlgeschenke?;2018-563;Beschlossen;Verschiebung
15.11.2018;4;Dringliches Postulat Fraktion SP/JUSO (Bernadette Häfliger/Yasemin Cevik, SP): Kameraüberwachung des öffentlichen Raums durch Private;2018-534;Beschlossen;Erheblicherkl.
15.11.2018;5;Dringliches Postulat Freie Fraktion AL/GaP/PdA (Luzius Theiler, GaP): Keine Bewilligung für ein E-Prix-Rundstreckenrennen in Bern!;2018-535;Beschlossen;Ablehnung
15.11.2018;6;Dringliche Interpellation Fraktion GB/JA! (Rahel Ruch/Katharina Gallizzi, GB): Formel E-Rennen in Bern: Kosten und Nutzen eines Grossanlasses?;2018-536;Beschlossen;Kenntnis
15.11.2018;2;Kleine Anfrage Fraktion SVP (Alexander Feuz/Roland Iseli, SVP): Kommt die «Schütz» im Hebst noch nach Bern oder wird sie ein weiteres Opfer der neuen Zwischennutzung?;2018-532;Beschlossen;Kenntnis
15.11.2018;3;Kleine Anfrage Fraktion SVP (Alexander Feuz/Kurt Rüegsegger, SVP): Die neue rote Linie bei der Reithalle;2018-533;Beschlossen;Kenntnis
15.11.2018;1;Protokollgenehmigungen Stadtrat 2018 (Protokoll Nr. 16 vom 13.09.2018 und Nr. 17 vom 20.09.2018);2018-531;Beschlossen;Genehmigung
15.11.2018;14;"ESP Wankdorf: Beitrag der Stadt Bern an die Kosten des gemeinsamen Projekts der ESP-Partner; Krediterhöhung";2018-544;Beschlossen;Bewilligung
15.11.2018;8;"Sanierung Nydeggbrücke; Projektierungskredit";2018-538;Beschlossen;Bewilligung
15.11.2018;9;"Sanierung Untertorbrücke; Projektierungskredit";2018-539;Beschlossen;Bewilligung
15.11.2018;10;"Fussgängerverbindung Loryplatz – Loryspital; Ausführungskredit";2018-540;Beschlossen;Bewilligung
15.11.2018;11;"Zweijähriger Leistungsvertrag 2019 – 2020 mit dem Dachverband offene Arbeit mit Kindern in der Stadt Bern (DOK); Verpflichtungskredit in Stadtratskompetenz";2018-541;Beschlossen;Bewilligung
15.11.2018;13;"Verein Berner Feriensportlager: Durchführung der polysportiven Feriensportlager in Fiesch (Frühlings- und Herbstlager): Leistungsvertrag 2019 – 2020; Verpflichtungskredit";2018-543;Beschlossen;Bewilligung
15.11.2018;7;BERNMOBIL: Ersatzwahl Verwaltungsrat für die Amtsdauer bis Ende 2020 (Ersatzwahl Allemann);2018-537;Beschlossen;Wahl
15.11.2018;12;Interfraktionelle Motion SP, GB/JA!, GFL (Nadja Kehrli-Feldmann, SP/Ursina Anderegg, GB/Janine Wicki, GFL): Die Zeit ist mehr als reif: Ein Angebot für offene Arbeit mit Kindern im Stadtteil IV Kirchenfeld-Schosshalde!;2018-542;Beschlossen;Abschreibung
15.11.2018;15;Motion Fraktion FDP (Peter Erni, FDP): Keine unnötige Regulierung;2018-545;Beschlossen;Ablehnung
15.11.2018;16;Motion Fraktion AL/GPB-DA/PdA+ (Luzius Theiler, GPB-DA): Keine Zusagen der Stadt für olympische Winterspiele ohne vorgängige Volksabstimmung!;2018-546;Beschlossen;Rückzug
15.11.2018;18;Motion Fraktion GFL/EVP (Lukas Gutzwiller/Patrik Wyss, GFL): Bessere Kostenkontrolle bei den städtischen Hochbauten im Verwaltungs- und Finanzvermögen;2018-548;Beschlossen;Erheblicherkl. als Postulat
15.11.2018;17;Interpellation Fraktion GB/JA! (Stéphanie Penher, GB): Olympische Spiele 2026: Transparenz zu den Kostenfolgen und der Umweltverträglichkeit;2018-547;Beschlossen;Kenntnis
08.11.2018;79;"Motion Fraktion SP (Elsi Meyer): 50% Wohnanteil im Planungsgebiet Weyermannshaus-West; Fristverlängerung";2018-514;Beschlossen;Fristverl.
08.11.2018;80;"Postulat Fraktion GB/JA! (Franziska Grossenbacher/Regula Tschanz, GB): „Kalkbreite“ am Eigerplatz; Fristverlängerung Prüfungsbericht Punkt 2";2018-515;Beschlossen;Fristverl.
08.11.2018;90;"Motion Fraktion GB/JA! (Franziska Grossenbacher, GB): Zukunft des Wifag-Areals an die Hand nehmen!; Fristverlängerung Punkt 1";2018-525;Beschlossen;Fristverl.
08.11.2018;81;"Motion Fraktion GB/JA! (Natalie Imboden/Karin Gasser, GB): Klimafreundliche Stadt Bern (2): Energieeffiziente Überbauungsordnungen; Fristverlängerung Punkt 1";2018-516;Beschlossen;Fristverl.
08.11.2018;82;"Motion Fraktion GB/JA! (Hasim Sancar, GB): Offenlegung der Finanzierung von Partei-, Wahl- und Abstimmungskampagnen; Fristverlängerung";2018-517;Beschlossen;Fristverl.
08.11.2018;1;"Motion GB/JA! (Natalie Imboden/Urs Frieden, GB): Bern setzt sich die ""2000-Watt-Gesellschaft"" zum (mittelfristigen) Ziel; Fristverlängerung";2018-436;Beschlossen;Fristverl.
08.11.2018;2;"Motion Fraktion GB/JA! (Franziska Grossenbacher, GB): „Bern erneuerbar“ auf städtischer Ebene umsetzen; Fristverlängerung Punkt 1 und 3";2018-437;Beschlossen;Fristverl.
08.11.2018;17;"Jugendpostulat (Julia Richard): Der Gaskessel bleibt, wo er ist; Fristverlängerung Punkt 3";2018-452;Beschlossen;Fristverl.
08.11.2018;16;"Jugendmotion (Julia Richard): Der Gaskessel bleibt, wo er ist; Fristverlängerung Punkt 1 und 2";2018-451;Beschlossen;Fristverl.
08.11.2018;18;"Interfraktionelles Postulat SVP, FDP, BDP, GLP (Roland Jakob, SVP/Pascal Rub, FDP/Martin Schneider, BDP/Sandra Ryser, GLP): Schulen stärken, Bildung fördern, Abläufe flexibler gestalten!; Fristverlängerung Prüfungsbericht";2018-453;Beschlossen;Fristverl.
08.11.2018;38;"Postulat Fraktion GB/JA! (Aline Trede/Judith Gasser, GB): Kunststoffrecycling in der Stadt Bern; Fristverlängerung";2018-473;Beschlossen;Fristverl.
08.11.2018;39;"Postulat Fraktion GB/JA! (Aline Trede/Esther Oester, GB): Plastiksammlung im Ökoinfomobil – Hohlkörpersammlung rentabel?; Fristverlängerung";2018-474;Beschlossen;Fristverl.
08.11.2018;40;"Motion Fraktion SP (Marieke Kruit/Michael Sutter, SP): Abfalltrennung an öffentlichen, neuralgischen Punkten in der Stadt Bern; Fristverlängerung";2018-475;Beschlossen;Fristverl.
08.11.2018;41;"Motion Erich J. Hess (SVP)/Henri-Charles Beuchat (CVP)/Tanja Sollberger (GLP)/Daniela Lutz-Beck (GFL)/Beat Zobrist (SP)/Aline Trede (GB): Installation von Brückennetzen gegen Suizide in der Stadt Bern; Fristverlängerung Punk 4";2018-476;Beschlossen;Fristverl.
08.11.2018;42;"Motion Fraktion GB/JA! (Aline Trede, GB/Lea Bill, JA!): Kostenpflichtige Parkplätze für Motorräder; Fristverlängerung";2018-477;Beschlossen;Fristverl.
08.11.2018;43;"Postulat Henri-Charles Beuchat/Alexander Feuz (SVP): Konzept Halteplätze und Terminals für Reise- und Fernverkehrsbusse; Fristverlängerung Prüfungsbericht";2018-478;Beschlossen;Fristverl.
08.11.2018;44;"Interfraktionelle Motion GFL/EVP, GB/JA!/GPB (Ueli Stückelberger, GFL/Blaise Kropf, JA!): Mehr Wohnqualität: Zusätzliche Verkehrsberuhigungsmassnahmen im Stadtteil 4 (Kirchenfeld/Schosshalde); Fristverlängerung";2018-479;Beschlossen;Fristverl.
08.11.2018;45;"Interfraktionelle Motion GFL/EVP, GB/JA!/GPB (Ueli Stückelberger, GFL/Blaise Kropf, JA!): Mehr Wohnqualität: zusätzliche Verkehrsberuhigungsmassnahmen im Stadtteil 5 (Breitenrain/Lorraine); Fristverlängerung";2018-480;Beschlossen;Fristverl.
08.11.2018;46;"Motion Fraktion SP/JUSO (Michael Aebersold, SP): Schutz des Nordquartiers vor Durchgangsverkehr; Fristverlängerung";2018-481;Beschlossen;Fristverl.
08.11.2018;47;"Motion Michael Jordi (GB): Quartierschonender Guisanplatz; Fristverlängerung";2018-482;Beschlossen;Fristverl.
